Source,Target,Type,edge_type,valence,weight,claim_id,claim_label
Paredes_2026,Han_2024,Directed,CITES,favourable,1,37,Phenylacetic acid reduces GVHD
Hsu_2026,Biennier_2024,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Faraci_2024,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Portincasa_2022,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Chi_2023,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Rooks&Garrett_2016,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Payen_2020,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Romick-Rosendale_2018,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Artacho_2024,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Hsu_2026,Mathewson_2016,Directed,CITES,favourable,1,2,SCFAs reduce GVHD
Weber_2026,Takahashi_2020,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Biliński_2022,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Gavriilaki_2024,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,BurgosdaSilva_2022,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Telesford_2015,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Jarosch_20,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Atarashi_2011,Directed,CITES,favourable,3,3,Clostridia reduce GVHD
Weber_2026,Sofi_2021,Directed,CITES,favourable,3,16,Bacteroides fragilis reduces GVHD
Weber_2026,Kreisman&Cobb_2011,Directed,CITES,favourable,3,16,Bacteroides fragilis reduces GVHD
Weber_2026,Telesford_2015,Directed,CITES,favourable,3,16,Bacteroides fragilis reduces GVHD
Weber_2026,Jarosch_20,Directed,CITES,favourable,3,16,Bacteroides fragilis reduces GVHD
Weber_2026,Atarashi_2011,Directed,CITES,favourable,3,16,Bacteroides fragilis reduces GVHD
Weber_2026,Telesford_2015,Directed,CITES,favourable,3,38,Secondary bile acids reduce GVHD
Weber_2026,Jarosch_20,Directed,CITES,favourable,3,38,Secondary bile acids reduce GVHD
Weber_2026,Atarashi_2011,Directed,CITES,favourable,3,38,Secondary bile acids reduce GVHD
Weber_2026,Telesford_2015,Directed,CITES,unfavourable,3,39,Dysbiosis exacerbates GVHD
Weber_2026,Jarosch_20,Directed,CITES,unfavourable,3,39,Dysbiosis exacerbates GVHD
Weber_2026,Atarashi_2011,Directed,CITES,unfavourable,3,39,Dysbiosis exacerbates GVHD
Weber_2026,Masetti_2023,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Jenq_2015,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Mancini_2017,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Taur_2014,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Payen_2020,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Golob_2017,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Galloway-Peña_2019,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Peled_2020,Directed,CITES,favourable,1,29,Higher gut microbiome diversity reduces GVHD
Weber_2026,Khuat_2021,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,Stein-Thoeringer_2019,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,Taur_2012,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,Peled_2020,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,SteinThoeringer_2019,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,Ubeda_2010,Directed,CITES,unfavourable,1,10,Enterococcus exacerbates GVHD
Weber_2026,Peled_2020,Directed,CITES,unfavourable,1,40,Streptococcus exacerbates GVHD
